"X","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","Central_AC_Heater","Log_GrLivArea","Log_LotArea","Qual_x_Area","Garage_x_Qual","House_Age","SalePrice","Remodel_Age","Garage_Age","ReviewSentiment","TotalArea","OutdoorArea","AboveBath","BsmtBath","HasFireplace","Fireplaces_cap2","GarageCars_cap4","Kitchen2plus","Qual_x_TotalArea","Cond_x_TotalArea","House_Age_x_TotalArea"
2198,"30","RL",59.72969239,8722.330018,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0.74677041,"TA","CBlock","TA","No","BLQ",575.3822678,"Unf",0,243.0511684,"GasA","Ex",1,"SBrkr",818.0999206,2,"TA",4,"Typ","Fa","Attchd","Unf",240.1582381,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,6.70820608,9.073756327,4908.5995236,6,72,462030,56,57,"0",2144.462146252,268.134458452,1,1,1,1,1,0,12866.772877512,17155.697170016,9200.72786157224
2199,"189","RH",69.16990459,7178.121035,1,0,"Reg","Lvl","Inside","Gtl","SWISU","Norm","Norm","2fmCon","2Story",5,8,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.571771268,"TA","PConc","TA","Mn","Unf",0,"Unf",1.977747641,684.6561388,"GasA","Gd",1,"SBrkr",1926.041959,5,"TA",10,"Typ","Gd","Attchd","Unf",2.501186289,"TA","N","Fa","MnPrv","Shed",0,"WD","Normal",1,7.563741442,8.878932236,9630.209795,0,90,735533,11,0,"1",2846.833848115,229.063730326,2,0,0,0,0,1,14234.169240575,22774.67078492,12841.6675272435
2200,"30","RL",51.91187571,5887.480629,1,0,"IR1","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",110.163731,"TA","PConc","Fa","Mn","Unf",0,"Unf",1.485256572,603.3936811,"GasA","Gd",1,"SBrkr",746.3484069,1,"TA",5,"Typ","Gd","Detchd","Unf",526.5188864,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.616531485,8.680753286,2985.3936276,8,80,111224,53,53,"-2",1909.107181112,32.191514012,1,0,0,0,2,0,7636.428724448,9545.53590556,8389.47443821671
2201,"160","RL",23.71438254,2297.924732,1,0,"Reg","Lvl","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,"Gable","CompShg","Plywood","Brk Cmn","BrkFace",0,"TA","CBlock","TA","No","ALQ",314.692013,"Unf",0,541.6914371,"GasA","TA",1,"SBrkr",1438.529443,3,"TA",7,"Typ","TA","Attchd","Unf",442.3183096,"TA","Y","Fa","MnPrv","Shed",1.246243174,"WD","Normal",1,7.272071563,7.740196785,8631.176658,12,31,647514,31,31,"2",2769.803067662,29.154735862,2.5,0,1,1,2,0,16618.818405972,16618.818405972,9599.40593528101
2202,"80","RL",69.17802414,12855.31479,1,0,"Reg","Low","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl",7,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145.1445313,"Gd","PConc","Gd","Gd","GLQ",1515.871866,"Unf",0,0,"GasA","Gd",1,"SBrkr",1645.734984,2,"Gd",5,"Typ","TA","Attchd","Fin",564.0721045,"TA","Y","Fa","MnPrv","Shed",4.687529533,"WD","Normal",1,7.406549809,9.461590393,11520.144888,14,20,1096750,20,20,"-2",4195.566391533,476.833292033,2,1.5,1,1,2,0,29368.964740731,20977.831957665,12773.4960179805
2203,"59","RL",90.14438949,11774.54371,1,0,"Reg","Lvl","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",422.8113929,"TA","CBlock","TA","No","ALQ",406.3538528,"Unf",0,313.3238587,"GasA","Gd",1,"SBrkr",1424.38221,3,"TA",7,"Typ","TA","Attchd","RFn",773.7459058,"TA","Y","Fa","MnPrv","Shed",3.677575014,"WD","Normal",1,7.262195274,9.373780093,8546.29326,12,38,324161,38,38,"0",3190.382650986,287.495868286,2.5,0,1,1,2,0,19142.295905916,19142.295905916,11688.1635166297
2204,"20","RL",98.97635915,7022.819305,1,0,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","CBlock","TA","No","Rec",175.5620208,"LwQ",374.3780344,344.5782142,"GasA","TA",1,"SBrkr",884.5006257,3,"TA",5,"Typ","Gd","Detchd","RFn",384.0179092,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,6.786153164,8.85706241,4422.5031285,5,41,221123,41,41,"-2",2172.267608,3.7156375,1,0,0,0,1,0,10861.33804,10861.33804,8119.21864120268
2205,"19","RL",69.82426498,10620.07751,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,8,"Hip","CompShg","MetalSd","MetalSd","Stone",163.8667054,"TA","CBlock","TA","Mn","Unf",0,"Unf",0.075610573,1057.93866,"GasA","Gd",1,"SBrkr",1056.025305,3,"Gd",6,"Typ","Gd","Attchd","Unf",288.6881648,"TA","Y","Fa","MnPrv","Shed",5.542654781,"WD","Normal",0,6.963213926,9.27059575,5280.126525,5,51,1005946,7,51,"1",2407.004237573,5.064042773,1,0.5,0,0,1,0,12035.021187865,19256.033900584,9510.66037430919
2206,"50","RM",49.97963254,6104.812375,1,0,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,9,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"Gd","BrkTil","TA","No","Unf",1.679713398,"Unf",0,697.0493483,"GasA","TA",1,"SBrkr",1172.449512,2,"TA",4,"Typ","Gd","Detchd","Unf",622.9377872,"TA","N","Fa","MnPrv","Shed",3.960504645,"WD","Normal",1,7.067702991,8.716996445,7034.697072,12,72,142782,8,10,"-2",2701.78725167,210.57485787,1,0,0,0,2,0,16210.72351002,24316.08526503,11591.9086219019
2207,"180","RM",21.10604523,1573.938796,1,0,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",5,7,"Gable","CompShg","CemntBd","CmentBd","BrkFace",2.930636309,"TA","CBlock","Gd","Av","GLQ",556.701404,"Unf",1.22019278,80.22145279,"GasA","Ex",1,"SBrkr",627.2721674,1,"Ex",3,"Typ","Gd","Attchd","Unf",0,"TA","Y","Fa","MnPrv","Shed",0,"WD","Abnorml",1,6.44297346,7.361971691,3136.360837,0,36,232128,36,0,"0",1262.311431221,2.121095921,1,1,0,0,0,0,6311.557156105,8836.180018547,4558.10295833147
2208,"60","RL",90.02409782,14858.49184,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,7,"Gable","CompShg","VinylSd","VinylSd","BrkFace",411.404236,"Gd","CBlock","TA","No","BLQ",581.7324424,"Unf",3.329777976,536.9361178,"GasA","Ex",1,"SBrkr",1981.901015,4,"Gd",9,"Typ","Gd","Attchd","RFn",480.3819207,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.59231621,9.606394121,11891.40609,12,42,754773,9,42,"-1",3799.790126392,230.399684692,2.5,0,1,1,2,0,22798.740758352,26598.530884744,14291.7710629968
2209,"20","RL",79.91861016,12057.05665,1,0,"IR1","Lvl","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",467.7867082,"Gd","PConc","Ex","Mn","Unf",0,"Unf",0,2043.880668,"GasA","Ex",1,"SBrkr",2042.950027,3,"Gd",7,"Typ","Gd","Attchd","Fin",835.3597266,"TA","Y","Fa","MnPrv","Shed",8.527733141,"New","Partial",1,7.622639502,9.397488317,16343.600216,24,2,5425772,1,1,"2",5321.920365688,402.655306088,2.5,0,1,1,3,0,42575.362925504,26609.60182844,5846.72711305792
2210,"84","RL",69.78035836,8347.445765,1,0,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","CBlock","TA","Gd","LwQ",184.9175661,"Rec",624.8028102,1.239314355,"GasA","Gd",1,"SBrkr",906.996552,3,"TA",6,"Typ","Gd","Detchd","Unf",241.6280106,"TA","Y","Fa","MnPrv","Shed",9.278679137,"WD","Normal",1,6.811240581,9.029830665,5441.979312,6,41,429752,41,18,"0",2218.147123011,252.267842911,1,1,0,0,1,0,13308.882738066,11090.735615055,8290.70111056087
2211,"20","RL",69.68881798,11578.04433,1,0,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116.6779626,"TA","CBlock","TA","No","LwQ",161.9730326,"BLQ",671.0366194,254.9064445,"GasA","TA",1,"SBrkr",1089.885511,3,"TA",6,"Typ","Po","Attchd","Unf",289.409563,"TA","Y","Fa","MnPrv","Shed",6.819310083,"WD","Normal",1,6.994745041,9.35695222,5449.427555,5,47,916882,47,46,"2",2640.303214766,164.523721766,1,0.5,1,1,1,0,13201.51607383,13201.51607383,10221.1444741055
2212,"20","RL",68.9423344,9509.355411,1,0,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",52.56110021,"TA","PConc","Gd","No","Unf",0,"Unf",4.379025326,1176.998979,"GasA","Gd",1,"SBrkr",1182.776092,3,"Gd",6,"Typ","Gd","Attchd","RFn",420.3639543,"TA","Y","Fa","MnPrv","Shed",3.095261002,"WD","Normal",1,7.076464686,9.160136527,8279.432644,14,15,1537708,14,15,"3",2793.466322382,22.836003082,2,0,0,0,2,0,19554.264256674,13967.33161191,7745.13322139297
2213,"60","RL",76.48493439,10001.05265,1,0,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.287279925,"Gd","PConc","Gd","No","GLQ",657.1682984,"Unf",0,293.7122039,"GasA","Ex",1,"SBrkr",2076.750147,4,"Gd",8,"Typ","Gd","BuiltIn","RFn",616.0186597,"TA","Y","Fa","MnPrv","Shed",11.53735175,"WD","Normal",0,7.639040927,9.210545616,14537.251029,14,6,829333,6,7,"0",3705.110672703,47.530560103,2.5,1,0,0,2,0,25935.774708921,18525.553363515,7209.81246138593
2214,"20","RL",80.10874464,13048.55296,1,0,"Reg","Bnk","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","Plywood","Plywood","BrkFace",457.5742766,"TA","CBlock","Gd","Mn","ALQ",1281.029179,"LwQ",148.7796988,0,"GasA","Ex",1,"SBrkr",1647.065503,3,"Gd",7,"Typ","TA","Attchd","Fin",621.691247,"TA","Y","Fa","MnPrv","Shed",1.856598334,"WD","Normal",1,7.407357457,9.476509156,8235.327515,10,29,473832,29,0,"-2",3692.701249726,0.751094726,2,1,1,1,2,0,18463.50624863,22156.207498356,12559.6058218286
2215,"30","RM",46.92808898,4603.811257,1,0,"Reg","Lvl","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"TA","CBlock","TA","No","Unf",3.126855511,"Unf",0,746.538507,"GasA","TA",1,"SBrkr",745.2845286,2,"TA",4,"Typ","Gd","Attchd","Unf",218.7871918,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.615106933,8.434856961,2981.1381144,4,65,309625,60,65,"0",1702.798568997,0.474585397,1,0,0,0,1,0,6811.194275988,10216.791413982,7134.13809931409
2216,"20","RL",78.98621576,10648.81523,1,0,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",333.939694,"Gd","PConc","Ex","Gd","GLQ",1278.11912,"Unf",1.668693638,429.1115795,"GasA","Ex",1,"SBrkr",1720.434195,3,"Gd",7,"Typ","Gd","Attchd","RFn",825.9287745,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.450913057,9.273297822,13763.47356,24,2,2059989,1,2,"0",4513.69414954,254.40759704,2,1,1,1,3,0,36109.55319632,22568.4707477,4958.799859974
2217,"160","FV",23.91538,2049.78401,1,1,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",209.9187947,"Gd","PConc","Gd","No","BLQ",510.5628529,"Unf",0,97.33147786,"GasA","Ex",1,"SBrkr",1250.985043,2,"Gd",4,"Typ","Gd","Detchd","Unf",464.4630159,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,7.132485605,7.625977443,8756.895301,14,9,140106,8,9,"-2",2368.353582003,48.553304703,2.5,1,0,0,2,0,16578.475074021,11841.767910015,5453.33565285916
2218,"60","RL",63.10492049,10985.36034,1,0,"Reg","Lvl","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","No","Unf",0.542967551,"Unf",0,723.915196,"GasA","Ex",1,"SBrkr",1453.970799,3,"Gd",8,"Typ","Gd","Attchd","Fin",391.9558354,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.28274111,9.304409813,10177.795593,14,4,987338,4,4,"2",2667.497723219,98.941127419,2.5,0,1,1,2,0,18672.484062533,13337.488616095,4293.1719670803
2219,"160","FV",35.42718048,3621.73088,1,0,"Reg","Lvl","FR3","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",215.6536732,"Gd","PConc","Gd","No","GLQ",458.9988308,"Unf",0.285520161,239.3295353,"GasA","Ex",1,"SBrkr",1453.681035,3,"Gd",6,"Typ","Gd","Detchd","Unf",505.5196769,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.282541936,8.194983407,10175.767245,14,7,238942,7,7,"-2",2691.041543279,34.281159979,2.5,1,0,0,2,0,18837.290802953,13455.207716395,5595.86357548057
2220,"60","RL",63.4960022,9686.825402,1,0,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","No","Unf",0.562729295,"Unf",0,690.8264348,"GasA","Ex",1,"SBrkr",1753.72275,3,"Gd",6,"Typ","Gd","BuiltIn","Unf",348.9540939,"TA","Y","Fa","MnPrv","Shed",0,"New","Partial",1,7.470066146,9.178625263,10522.3365,18,1,503418,0,0,"0",2840.052010095,35.162489795,2.5,1,1,1,3,0,17040.31206057,14200.260050475,1968.57404344095
2221,"190","RM",69.66275187,9068.431419,1,0,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0.468275906,"TA","BrkTil","Fa","No","Unf",0,"Unf",0,795.6759081,"GasA","TA",0,"FuseA",1630.539886,4,"TA",10,"Typ","Gd","Detchd","Unf",418.2065195,"Fa","N","Fa","MnPrv","Shed",0,"WD","Normal",0,7.397279563,9.112664853,8152.69943,10,108,428209,2,58,"0",3087.665755537,253.972457037,2,0,0,0,2,1,15438.328777685,15438.328777685,14485.31420327
2222,"60","RL",69.0688799,11648.76579,1,0,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",326.2496021,"TA","CBlock","TA","Mn","Rec",431.7575238,"Unf",0,241.1814698,"GasA","TA",1,"SBrkr",1381.150291,3,"TA",6,"Typ","TA","Attchd","Fin",443.6869512,"TA","Y","Fa","GdPrv","Shed",4.351318287,"WD","Abnorml",1,7.231395747,9.363041355,8286.901746,12,32,327402,32,32,"0",2826.976960351,334.748209651,2.5,0,1,1,2,0,16961.861762106,14134.884801755,9884.5463179588
2223,"20","RL",72.88909865,39188.77411,1,0,"IR1","Low","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,7,"Flat","Membran","Plywood","Plywood","BrkFace",0.041646196,"TA","CBlock","Gd","Gd","LwQ",224.4171515,"GLQ",1063.605401,99.59161777,"GasA","Ex",1,"SBrkr",1361.805411,2,"TA",5,"Mod","TA","Attchd","Unf",441.7426548,"TA","Y","Fa","MnPrv","Shed",11.43630807,"WD","Normal",0,7.217300656,10.57617113,9532.637877,14,54,1382289,3,54,"-1",3269.013707713,81.363972913,1,1,1,2,2,0,22883.095953991,22883.095953991,13100.0271138981
2224,"20","RL",66.74865441,16242.46972,1,0,"IR2","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","No","Unf",0,"Unf",0.204876345,1415.257,"GasA","Ex",1,"SBrkr",1430.873658,3,"Gd",6,"Typ","Gd","Attchd","RFn",603.5248307,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.266739116,9.695446244,10016.115606,14,8,1446948,7,8,"0",3479.003461805,33.690879105,2,0,0,0,2,0,24353.024232635,17395.017309025,7644.15191091574
2225,"191","RL",55.89805745,6994.455065,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1Story",4,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",0,"TA","CBlock","TA","Av","ALQ",775.8076704,"Unf",2.172204493,2.635661784,"GasA","TA",0,"FuseP",788.7431994,2,"TA",4,"Typ","Gd","Attchd","Unf",0,"TA","Y","Fa","MnPrv","Shed",0.532750318,"WD","Normal",1,6.671707829,8.853015941,3154.9727976,0,53,109435,53,0,"-2",1684.136390764,109.943683764,1,1,0,0,0,0,6736.545563056,8420.68195382,6717.99319499593
2226,"71","RM",60.21878323,10468.14475,1,0,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",3.070002967,"TA","CBlock","Fa","No","Rec",291.8754009,"Unf",0,456.7171326,"GasA","Ex",1,"SBrkr",1465.089849,2,"TA",6,"Min1","Gd","Detchd","Unf",626.2940866,"TA","Y","Fa","MnPrv","Shed",2.228420782,"WD","Normal",1,7.290354169,9.256187615,8790.539094,12,88,618181,16,0,"2",2832.280953063,3.163887363,1.5,0,0,0,2,0,16993.685718378,19825.966671441,12713.0792952182
2227,"60","RL",313.0472285,63890.28638,1,0,"IR3","Bnk","Corner","Gtl","Edwards","Feedr","Norm","1Fam","2Story",10,5,"Hip","ClyTile","Stucco","Stucco","Stone",797.1332028,"Ex","PConc","Ex","Gd","GLQ",5636.083048,"Unf",0.895650118,474.8389512,"GasA","Ex",1,"SBrkr",5649.66316,3,"Ex",12,"Typ","Gd","Attchd","Fin",1416.398814,"TA","Y","Gd","MnPrv","Shed",0,"New","Partial",0,8.639528191,11.06493827,56496.6316,20,0,176776500,0,0,"2",14164.191335294,988.645189294,2.5,2,1,2,2,0,141641.91335294,70820.95667647,0
2228,"120","RL",39.72356622,6865.09986,1,0,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",94.48373858,"Gd","PConc","Gd","No","Unf",0,"Unf",0,1370.098999,"GasA","Ex",1,"SBrkr",1370.695327,2,"Gd",6,"Typ","Gd","Attchd","RFn",478.3387193,"TA","Y","Fa","MnPrv","Shed",3.756312072,"New","Partial",1,7.223802719,8.834351518,9594.867289,14,1,1791024,0,0,"2",3380.837026041,166.419254741,2,0,1,1,2,0,23665.859182287,16904.185130205,2343.41765253299
2229,"20","FV",72.17232931,8738.683551,1,0,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","No","Unf",2.300779858,"Unf",0,1399.155774,"GasA","Ex",1,"SBrkr",1393.127885,3,"Gd",7,"Typ","Gd","Attchd","RFn",626.7021134,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.240024327,9.075629261,9751.895195,14,1,1086575,1,1,"0",3746.0526509,332.0980245,2,0,0,0,2,0,26222.3685563,18730.2632545,2596.56583320044
2230,"20","RL",83.90171988,10155.53285,1,0,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196.9967994,"Gd","PConc","Gd","Av","GLQ",20.56196445,"Unf",1.317705653,1528.410962,"GasA","Ex",1,"SBrkr",1548.731379,3,"Gd",7,"Typ","Gd","Attchd","RFn",784.0535028,"TA","Y","Fa","MnPrv","Shed",9.451054272,"New","Partial",1,7.345836891,9.225872408,10841.119653,21,1,443202,0,1,"-2",4050.717994238,165.051221438,2,0,0,0,3,0,28355.025959666,20253.58997119,2807.74375694951
2231,"90","RL",68.77860006,11889.95271,1,0,"IR1","Lvl","Corner","Gtl","Mitchel","Norm","Norm","Duplex","1Story",5,5,"Gable","CompShg","Plywood","Plywood","BrkFace",0,"TA","CBlock","TA","No","BLQ",147.9263186,"Unf",0.499264347,1502.122149,"GasA","TA",1,"SBrkr",1651.698922,4,"TA",8,"Typ","Gd","2Types","Unf",929.6453672,"TA","Y","Fa","MnPrv","Shed",0.830058776,"WD","Normal",1,7.410164941,9.383533113,8258.49461,15,36,1004023,36,36,"0",4232.041054186,1.137004986,2,0,0,0,3,1,21160.20527093,21160.20527093,15281.552849606
2232,"20","RL",51.72397414,51887.03743,1,0,"IR1","Lvl","CulDSac","Gtl","StoneBr","PosN","Norm","1Fam","1Story",9,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",710.9451834,"Ex","PConc","Ex","Av","GLQ",1100.26748,"Unf",0.263544381,1565.259341,"GasA","Ex",1,"SBrkr",2345.186535,4,"Gd",8,"Typ","Gd","Attchd","Fin",1110.62196,"Gd","Y","Fa","MnPrv","Shed",0,"New","Partial",1,7.760546538,10.85684355,21106.678815,27,1,52488863,0,2,"2",6569.065728322,458.305862322,2.5,1,1,2,3,0,59121.591554898,32845.32864161,4553.32938849936
2233,"50","RM",50.12881195,6004.482981,1,0,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",2.248138057,"TA","CBlock","TA","No","BLQ",385.08214,"Unf",0,383.0263152,"GasA","TA",1,"FuseA",1325.959629,3,"TA",6,"Typ","Gd","Detchd","Unf",307.6666784,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.190645611,8.700428161,6629.798145,5,59,247111,39,59,"-2",2413.502027617,12.291757417,1.5,0,0,0,1,0,12067.510138085,16894.514193319,9881.70890268568
2234,"70","RM",49.8579652,2663.049445,1,1,"Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,"Gable","CompShg","Stucco","Stucco","BrkFace",1.160394636,"Gd","PConc","TA","No","ALQ",297.9297358,"Unf",0,611.5531988,"GasA","Ex",1,"SBrkr",1826.761023,4,"Ex",7,"Min2","Gd","Attchd","Unf",164.0974164,"Fa","Y","Fa","MnPrv","Shed",0.443517722,"WD","Normal",1,7.510847012,7.887602592,12787.327161,7,94,1030143,4,94,"3",2903.141754304,0.230713504,1.5,1,1,1,1,0,20321.992280128,23225.134034432,13220.5501479656
2235,"60","RL",75.33002125,9536.970253,1,0,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",2.394946962,"Gd","PConc","Gd","No","GLQ",802.152083,"Unf",0,333.9704859,"GasA","Ex",1,"SBrkr",2024.635304,3,"Gd",7,"Typ","Gd","Attchd","RFn",577.6842467,"TA","Y","Fa","MnPrv","Shed",5.861016838,"WD","Normal",1,7.613638661,9.16303598,16197.082432,16,6,2020481,6,6,"1",3941.790565266,212.473036566,2.5,1,1,1,2,0,31534.324522128,19708.95282633,7670.37026640159
2236,"49","RM",49.98538677,5974.251369,1,0,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",144.9875912,"TA","PConc","TA","No","Unf",3.909765702,"Unf",0,819.0345224,"GasA","Ex",1,"SBrkr",1558.052792,5,"Gd",7,"Typ","Gd","Detchd","Unf",452.6506276,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.351833731,8.695381446,7790.26396,10,82,574182,56,30,"1",3142.957450788,318.482673888,1.5,0,0,0,2,0,15714.78725394,22000.702155516,13888.2280121189
2237,"20","RL",75.34519109,10650.47192,1,0,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",2.160026983,"TA","CBlock","TA","Av","LwQ",179.0043332,"ALQ",712.7495132,2.071906455,"GasA","TA",1,"SBrkr",889.259335,3,"TA",5,"Typ","Gd","Attchd","Unf",311.2429056,"TA","Y","Fa","MnPrv","Shed",6.653004627,"WD","Normal",1,6.791512808,9.27345337,4446.296675,5,34,322122,34,34,"0",2461.048768682,365.339630682,1,1,0,0,1,0,12305.24384341,14766.292612092,8749.88496896446
2238,"19","RL",69.6089456,7518.177847,1,0,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",0,"TA","CBlock","TA","No","Rec",422.9945912,"Unf",1.532263815,635.0005171,"GasA","TA",1,"SBrkr",1059.536498,3,"TA",6,"Typ","Gd","Detchd","Fin",575.3038113,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.966530189,8.925212082,5297.68249,10,45,910613,45,30,"2",2695.432578613,2.274804313,1,0,0,0,2,0,13477.162893065,13477.162893065,10319.8447519231
2239,"20","RL",69.00459322,8964.382351,1,0,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",0,"Fa","Slab","TA","No","GLQ",2.612085425,"Unf",0,0,"GasA","TA",0,"FuseA",1002.444818,3,"TA",5,"Min2","Gd","2Types","Unf",459.7308489,"Fa","Y","Fa","MnPrv","Shed",4.47263219,"WD","Normal",1,6.911194177,9.101126034,4009.779272,8,62,13374,57,55,"-2",1603.867821839,141.692154939,1,0,0,0,2,0,6415.471287356,11227.074752873,6645.04046920311
